Bus_ID,Date,Year,Month,Depot_Name,Bus_Type,Owner_Type,Bus_Age_Months,KMs_Run_Monthly,Total_Breakdowns
BUS-1065,2022-12-01,2022,12,Bhosari,CNG,PMPML,129,3924,2
BUS-1065,2023-01-01,2023,1,Bhosari,CNG,PMPML,130,5904,2
BUS-1065,2023-02-01,2023,2,Bhosari,CNG,PMPML,131,6157,0
BUS-1065,2023-03-01,2023,3,Bhosari,CNG,PMPML,132,6945,0
BUS-1065,2023-04-01,2023,4,Bhosari,CNG,PMPML,133,5488,0
BUS-1065,2023-05-01,2023,5,Bhosari,CNG,PMPML,134,5331,0
BUS-1065,2023-06-01,2023,6,Bhosari,CNG,PMPML,135,4052,0
BUS-1065,2023-07-01,2023,7,Bhosari,CNG,PMPML,136,3255,0
BUS-1065,2023-08-01,2023,8,Bhosari,CNG,PMPML,137,7410,0
BUS-1065,2023-09-01,2023,9,Bhosari,CNG,PMPML,138,7988,0
BUS-1065,2023-10-01,2023,10,Bhosari,CNG,PMPML,139,6445,0
BUS-1065,2023-11-01,2023,11,Bhosari,CNG,PMPML,140,6817,0
BUS-1065,2023-12-01,2023,12,Bhosari,CNG,PMPML,141,3773,0
BUS-1065,2024-01-01,2024,1,Bhosari,CNG,PMPML,142,7759,0
BUS-1065,2024-02-01,2024,2,Bhosari,CNG,PMPML,143,6306,0
BUS-1065,2024-03-01,2024,3,Bhosari,CNG,PMPML,144,6651,0
BUS-1065,2024-04-01,2024,4,Bhosari,CNG,PMPML,145,3306,0
BUS-1065,2024-05-01,2024,5,Bhosari,CNG,PMPML,146,4600,0
BUS-1065,2024-06-01,2024,6,Bhosari,CNG,PMPML,147,6763,2
BUS-1065,2024-07-01,2024,7,Bhosari,CNG,PMPML,148,7458,0
BUS-1065,2024-08-01,2024,8,Bhosari,CNG,PMPML,149,3238,0
BUS-1065,2024-09-01,2024,9,Bhosari,CNG,PMPML,150,4728,0
BUS-1065,2024-10-01,2024,10,Bhosari,CNG,PMPML,151,6957,2
BUS-1065,2024-11-01,2024,11,Bhosari,CNG,PMPML,152,5843,0
BUS-1065,2024-12-01,2024,12,Bhosari,CNG,PMPML,153,7343,0
BUS-1066,2022-01-01,2022,1,Hinjewadi,e-Bus,Private,28,3084,0
BUS-1066,2022-02-01,2022,2,Hinjewadi,e-Bus,Private,29,7196,0
BUS-1066,2022-03-01,2022,3,Hinjewadi,e-Bus,Private,30,3972,2
BUS-1066,2022-04-01,2022,4,Hinjewadi,e-Bus,Private,31,6880,0
BUS-1066,2022-05-01,2022,5,Hinjewadi,e-Bus,Private,32,7257,0
BUS-1066,2022-06-01,2022,6,Hinjewadi,e-Bus,Private,33,3044,0
BUS-1066,2022-07-01,2022,7,Hinjewadi,e-Bus,Private,34,5790,0
BUS-1066,2022-08-01,2022,8,Hinjewadi,e-Bus,Private,35,5923,0
BUS-1066,2022-09-01,2022,9,Hinjewadi,e-Bus,Private,36,7812,0
BUS-1066,2022-10-01,2022,10,Hinjewadi,e-Bus,Private,37,5881,0
BUS-1066,2022-11-01,2022,11,Hinjewadi,e-Bus,Private,38,5020,0
BUS-1066,2022-12-01,2022,12,Hinjewadi,e-Bus,Private,39,4295,0
BUS-1066,2023-01-01,2023,1,Hinjewadi,e-Bus,Private,40,3818,0
BUS-1066,2023-02-01,2023,2,Hinjewadi,e-Bus,Private,41,4046,0
BUS-1066,2023-03-01,2023,3,Hinjewadi,e-Bus,Private,42,3107,0
BUS-1066,2023-04-01,2023,4,Hinjewadi,e-Bus,Private,43,5083,0
BUS-1066,2023-05-01,2023,5,Hinjewadi,e-Bus,Private,44,3723,3
BUS-1066,2023-06-01,2023,6,Hinjewadi,e-Bus,Private,45,3572,1
BUS-1066,2023-07-01,2023,7,Hinjewadi,e-Bus,Private,46,6982,0
BUS-1066,2023-08-01,2023,8,Hinjewadi,e-Bus,Private,47,5054,0
BUS-1066,2023-09-01,2023,9,Hinjewadi,e-Bus,Private,48,3210,0
BUS-1066,2023-10-01,2023,10,Hinjewadi,e-Bus,Private,49,3875,0
BUS-1066,2023-11-01,2023,11,Hinjewadi,e-Bus,Private,50,5830,0
BUS-1066,2023-12-01,2023,12,Hinjewadi,e-Bus,Private,51,5432,0
BUS-1066,2024-01-01,2024,1,Hinjewadi,e-Bus,Private,52,3469,0
BUS-1066,2024-02-01,2024,2,Hinjewadi,e-Bus,Private,53,3918,1
BUS-1066,2024-03-01,2024,3,Hinjewadi,e-Bus,Private,54,5722,0
BUS-1066,2024-04-01,2024,4,Hinjewadi,e-Bus,Private,55,7636,0
BUS-1066,2024-05-01,2024,5,Hinjewadi,e-Bus,Private,56,5252,3
BUS-1066,2024-06-01,2024,6,Hinjewadi,e-Bus,Private,57,6490,2
BUS-1066,2024-07-01,2024,7,Hinjewadi,e-Bus,Private,58,3868,2
BUS-1066,2024-08-01,2024,8,Hinjewadi,e-Bus,Private,59,5222,3
BUS-1066,2024-09-01,2024,9,Hinjewadi,e-Bus,Private,60,6356,0
BUS-1066,2024-10-01,2024,10,Hinjewadi,e-Bus,Private,61,6270,3
BUS-1066,2024-11-01,2024,11,Hinjewadi,e-Bus,Private,62,5439,2
BUS-1066,2024-12-01,2024,12,Hinjewadi,e-Bus,Private,63,5717,0
BUS-1067,2022-01-01,2022,1,Nigdi,e-Bus,Private,80,5917,2
BUS-1067,2022-02-01,2022,2,Nigdi,e-Bus,Private,81,4627,0
BUS-1067,2022-03-01,2022,3,Nigdi,e-Bus,Private,82,4184,0
BUS-1067,2022-04-01,2022,4,Nigdi,e-Bus,Private,83,3298,3
BUS-1067,2022-05-01,2022,5,Nigdi,e-Bus,Private,84,4594,0
BUS-1067,2022-06-01,2022,6,Nigdi,e-Bus,Private,85,7813,0
BUS-1067,2022-07-01,2022,7,Nigdi,e-Bus,Private,86,5049,1
BUS-1067,2022-08-01,2022,8,Nigdi,e-Bus,Private,87,3625,0
BUS-1067,2022-09-01,2022,9,Nigdi,e-Bus,Private,88,5263,0
BUS-1067,2022-10-01,2022,10,Nigdi,e-Bus,Private,89,3193,0
BUS-1067,2022-11-01,2022,11,Nigdi,e-Bus,Private,90,3714,0
BUS-1067,2022-12-01,2022,12,Nigdi,e-Bus,Private,91,4282,0
BUS-1067,2023-01-01,2023,1,Nigdi,e-Bus,Private,92,6968,0
BUS-1067,2023-02-01,2023,2,Nigdi,e-Bus,Private,93,6181,0
BUS-1067,2023-03-01,2023,3,Nigdi,e-Bus,Private,94,6536,0
BUS-1067,2023-04-01,2023,4,Nigdi,e-Bus,Private,95,6348,0
BUS-1067,2023-05-01,2023,5,Nigdi,e-Bus,Private,96,7455,0
BUS-1067,2023-06-01,2023,6,Nigdi,e-Bus,Private,97,3926,0
BUS-1067,2023-07-01,2023,7,Nigdi,e-Bus,Private,98,6414,0
BUS-1067,2023-08-01,2023,8,Nigdi,e-Bus,Private,99,6479,0
BUS-1067,2023-09-01,2023,9,Nigdi,e-Bus,Private,100,3319,0
BUS-1067,2023-10-01,2023,10,Nigdi,e-Bus,Private,101,6472,2
BUS-1067,2023-11-01,2023,11,Nigdi,e-Bus,Private,102,6524,3
BUS-1067,2023-12-01,2023,12,Nigdi,e-Bus,Private,103,4825,0
BUS-1067,2024-01-01,2024,1,Nigdi,e-Bus,Private,104,3913,3
BUS-1067,2024-02-01,2024,2,Nigdi,e-Bus,Private,105,5959,0
BUS-1067,2024-03-01,2024,3,Nigdi,e-Bus,Private,106,5293,0
BUS-1067,2024-04-01,2024,4,Nigdi,e-Bus,Private,107,7569,0
BUS-1067,2024-05-01,2024,5,Nigdi,e-Bus,Private,108,6019,0
BUS-1067,2024-06-01,2024,6,Nigdi,e-Bus,Private,109,5495,2
BUS-1067,2024-07-01,2024,7,Nigdi,e-Bus,Private,110,7589,0
BUS-1067,2024-08-01,2024,8,Nigdi,e-Bus,Private,111,3064,2
BUS-1067,2024-09-01,2024,9,Nigdi,e-Bus,Private,112,6733,3
BUS-1067,2024-10-01,2024,10,Nigdi,e-Bus,Private,113,5489,0
BUS-1067,2024-11-01,2024,11,Nigdi,e-Bus,Private,114,3298,1
BUS-1067,2024-12-01,2024,12,Nigdi,e-Bus,Private,115,5044,0
BUS-1068,2022-01-01,2022,1,Bhosari,e-Bus,Private,17,5966,0
BUS-1068,2022-02-01,2022,2,Bhosari,e-Bus,Private,18,5841,0
BUS-1068,2022-03-01,2022,3,Bhosari,e-Bus,Private,19,5337,0
BUS-1068,2022-04-01,2022,4,Bhosari,e-Bus,Private,20,6220,0
BUS-1068,2022-05-01,2022,5,Bhosari,e-Bus,Private,21,4126,0
BUS-1068,2022-06-01,2022,6,Bhosari,e-Bus,Private,22,4795,0
BUS-1068,2022-07-01,2022,7,Bhosari,e-Bus,Private,23,5293,0
BUS-1068,2022-08-01,2022,8,Bhosari,e-Bus,Private,24,4766,1
BUS-1068,2022-09-01,2022,9,Bhosari,e-Bus,Private,25,3695,0
BUS-1068,2022-10-01,2022,10,Bhosari,e-Bus,Private,26,3341,0
BUS-1068,2022-11-01,2022,11,Bhosari,e-Bus,Private,27,5042,0
BUS-1068,2022-12-01,2022,12,Bhosari,e-Bus,Private,28,7846,0
BUS-1068,2023-01-01,2023,1,Bhosari,e-Bus,Private,29,6433,0
BUS-1068,2023-02-01,2023,2,Bhosari,e-Bus,Private,30,5195,1
BUS-1068,2023-03-01,2023,3,Bhosari,e-Bus,Private,31,3617,0
BUS-1068,2023-04-01,2023,4,Bhosari,e-Bus,Private,32,5264,0
BUS-1068,2023-05-01,2023,5,Bhosari,e-Bus,Private,33,3357,0
BUS-1068,2023-06-01,2023,6,Bhosari,e-Bus,Private,34,7223,0
BUS-1068,2023-07-01,2023,7,Bhosari,e-Bus,Private,35,7273,0
BUS-1068,2023-08-01,2023,8,Bhosari,e-Bus,Private,36,3946,0
BUS-1068,2023-09-01,2023,9,Bhosari,e-Bus,Private,37,7339,0
BUS-1068,2023-10-01,2023,10,Bhosari,e-Bus,Private,38,7363,0
BUS-1068,2023-11-01,2023,11,Bhosari,e-Bus,Private,39,3706,2
BUS-1068,2023-12-01,2023,12,Bhosari,e-Bus,Private,40,6780,0
BUS-1068,2024-01-01,2024,1,Bhosari,e-Bus,Private,41,6185,3
BUS-1068,2024-02-01,2024,2,Bhosari,e-Bus,Private,42,4396,3
BUS-1068,2024-03-01,2024,3,Bhosari,e-Bus,Private,43,5111,0
BUS-1068,2024-04-01,2024,4,Bhosari,e-Bus,Private,44,3133,0
BUS-1068,2024-05-01,2024,5,Bhosari,e-Bus,Private,45,7274,0
BUS-1068,2024-06-01,2024,6,Bhosari,e-Bus,Private,46,7786,0
BUS-1068,2024-07-01,2024,7,Bhosari,e-Bus,Private,47,6871,3
BUS-1068,2024-08-01,2024,8,Bhosari,e-Bus,Private,48,5156,0
BUS-1068,2024-09-01,2024,9,Bhosari,e-Bus,Private,49,3728,0
BUS-1068,2024-10-01,2024,10,Bhosari,e-Bus,Private,50,6445,0
BUS-1068,2024-11-01,2024,11,Bhosari,e-Bus,Private,51,5480,0
BUS-1068,2024-12-01,2024,12,Bhosari,e-Bus,Private,52,7657,2
BUS-1069,2022-01-01,2022,1,Kothrud,CNG,PMPML,49,5252,0
BUS-1069,2022-02-01,2022,2,Kothrud,CNG,PMPML,50,7973,0
BUS-1069,2022-03-01,2022,3,Kothrud,CNG,PMPML,51,4684,0
BUS-1069,2022-04-01,2022,4,Kothrud,CNG,PMPML,52,5284,0
BUS-1069,2022-05-01,2022,5,Kothrud,CNG,PMPML,53,3908,1
BUS-1069,2022-06-01,2022,6,Kothrud,CNG,PMPML,54,6418,0
BUS-1069,2022-07-01,2022,7,Kothrud,CNG,PMPML,55,6633,0
BUS-1069,2022-08-01,2022,8,Kothrud,CNG,PMPML,56,5949,0
BUS-1069,2022-09-01,2022,9,Kothrud,CNG,PMPML,57,7004,0
BUS-1069,2022-10-01,2022,10,Kothrud,CNG,PMPML,58,4974,0
BUS-1069,2022-11-01,2022,11,Kothrud,CNG,PMPML,59,7032,0
BUS-1069,2022-12-01,2022,12,Kothrud,CNG,PMPML,60,7467,0
BUS-1069,2023-01-01,2023,1,Kothrud,CNG,PMPML,61,4736,0
BUS-1069,2023-02-01,2023,2,Kothrud,CNG,PMPML,62,7732,0
BUS-1069,2023-03-01,2023,3,Kothrud,CNG,PMPML,63,7848,0
BUS-1069,2023-04-01,2023,4,Kothrud,CNG,PMPML,64,3885,0
BUS-1069,2023-05-01,2023,5,Kothrud,CNG,PMPML,65,3809,0
BUS-1069,2023-06-01,2023,6,Kothrud,CNG,PMPML,66,6026,0
BUS-1069,2023-07-01,2023,7,Kothrud,CNG,PMPML,67,4857,0
BUS-1069,2023-08-01,2023,8,Kothrud,CNG,PMPML,68,7400,0
BUS-1069,2023-09-01,2023,9,Kothrud,CNG,PMPML,69,3414,0
BUS-1069,2023-10-01,2023,10,Kothrud,CNG,PMPML,70,4384,0
BUS-1069,2023-11-01,2023,11,Kothrud,CNG,PMPML,71,3749,1
BUS-1069,2023-12-01,2023,12,Kothrud,CNG,PMPML,72,6733,0
BUS-1069,2024-01-01,2024,1,Kothrud,CNG,PMPML,73,3596,0
BUS-1069,2024-02-01,2024,2,Kothrud,CNG,PMPML,74,5973,0
BUS-1069,2024-03-01,2024,3,Kothrud,CNG,PMPML,75,5216,0
BUS-1069,2024-04-01,2024,4,Kothrud,CNG,PMPML,76,5583,0
BUS-1069,2024-05-01,2024,5,Kothrud,CNG,PMPML,77,5998,0
BUS-1069,2024-06-01,2024,6,Kothrud,CNG,PMPML,78,7305,0
BUS-1069,2024-07-01,2024,7,Kothrud,CNG,PMPML,79,6878,3
BUS-1069,2024-08-01,2024,8,Kothrud,CNG,PMPML,80,7325,0
BUS-1069,2024-09-01,2024,9,Kothrud,CNG,PMPML,81,7579,0
BUS-1069,2024-10-01,2024,10,Kothrud,CNG,PMPML,82,3225,0
BUS-1069,2024-11-01,2024,11,Kothrud,CNG,PMPML,83,7994,0
BUS-1069,2024-12-01,2024,12,Kothrud,CNG,PMPML,84,6265,0
BUS-1070,2022-01-01,2022,1,Nigdi,CNG,PMPML,21,3458,0
BUS-1070,2022-02-01,2022,2,Nigdi,CNG,PMPML,22,3775,0
BUS-1070,2022-03-01,2022,3,Nigdi,CNG,PMPML,23,3151,0
BUS-1070,2022-04-01,2022,4,Nigdi,CNG,PMPML,24,7558,0
BUS-1070,2022-05-01,2022,5,Nigdi,CNG,PMPML,25,4855,2
BUS-1070,2022-06-01,2022,6,Nigdi,CNG,PMPML,26,7941,0
BUS-1070,2022-07-01,2022,7,Nigdi,CNG,PMPML,27,4702,0
BUS-1070,2022-08-01,2022,8,Nigdi,CNG,PMPML,28,7341,0
BUS-1070,2022-09-01,2022,9,Nigdi,CNG,PMPML,29,3589,0
BUS-1070,2022-10-01,2022,10,Nigdi,CNG,PMPML,30,5563,0
BUS-1070,2022-11-01,2022,11,Nigdi,CNG,PMPML,31,6096,3
BUS-1070,2022-12-01,2022,12,Nigdi,CNG,PMPML,32,6470,0
BUS-1070,2023-01-01,2023,1,Nigdi,CNG,PMPML,33,5480,0
BUS-1070,2023-02-01,2023,2,Nigdi,CNG,PMPML,34,7472,0
BUS-1070,2023-03-01,2023,3,Nigdi,CNG,PMPML,35,6097,0
BUS-1070,2023-04-01,2023,4,Nigdi,CNG,PMPML,36,4672,0
BUS-1070,2023-05-01,2023,5,Nigdi,CNG,PMPML,37,7110,0
BUS-1070,2023-06-01,2023,6,Nigdi,CNG,PMPML,38,7150,0
BUS-1070,2023-07-01,2023,7,Nigdi,CNG,PMPML,39,6167,1
BUS-1070,2023-08-01,2023,8,Nigdi,CNG,PMPML,40,4121,0
BUS-1070,2023-09-01,2023,9,Nigdi,CNG,PMPML,41,3338,0
BUS-1070,2023-10-01,2023,10,Nigdi,CNG,PMPML,42,4037,0
BUS-1070,2023-11-01,2023,11,Nigdi,CNG,PMPML,43,3070,0
BUS-1070,2023-12-01,2023,12,Nigdi,CNG,PMPML,44,6788,0
BUS-1070,2024-01-01,2024,1,Nigdi,CNG,PMPML,45,6606,0
BUS-1070,2024-02-01,2024,2,Nigdi,CNG,PMPML,46,6846,0
BUS-1070,2024-03-01,2024,3,Nigdi,CNG,PMPML,47,7306,0
BUS-1070,2024-04-01,2024,4,Nigdi,CNG,PMPML,48,7098,0
BUS-1070,2024-05-01,2024,5,Nigdi,CNG,PMPML,49,3725,3
BUS-1070,2024-06-01,2024,6,Nigdi,CNG,PMPML,50,4975,0
BUS-1070,2024-07-01,2024,7,Nigdi,CNG,PMPML,51,5424,0
BUS-1070,2024-08-01,2024,8,Nigdi,CNG,PMPML,52,4771,0
BUS-1070,2024-09-01,2024,9,Nigdi,CNG,PMPML,53,5943,0
BUS-1070,2024-10-01,2024,10,Nigdi,CNG,PMPML,54,5783,0
BUS-1070,2024-11-01,2024,11,Nigdi,CNG,PMPML,55,6643,0
BUS-1070,2024-12-01,2024,12,Nigdi,CNG,PMPML,56,6621,0
BUS-1071,2022-01-01,2022,1,Swargate,e-Bus,PMPML,8,3536,0
BUS-1071,2022-02-01,2022,2,Swargate,e-Bus,PMPML,9,7012,0
BUS-1071,2022-03-01,2022,3,Swargate,e-Bus,PMPML,10,4811,0
BUS-1071,2022-04-01,2022,4,Swargate,e-Bus,PMPML,11,3195,0
BUS-1071,2022-05-01,2022,5,Swargate,e-Bus,PMPML,12,6192,0
BUS-1071,2022-06-01,2022,6,Swargate,e-Bus,PMPML,13,6364,3
BUS-1071,2022-07-01,2022,7,Swargate,e-Bus,PMPML,14,3595,0
BUS-1071,2022-08-01,2022,8,Swargate,e-Bus,PMPML,15,7985,0
BUS-1071,2022-09-01,2022,9,Swargate,e-Bus,PMPML,16,4578,0
BUS-1071,2022-10-01,2022,10,Swargate,e-Bus,PMPML,17,5145,0
BUS-1071,2022-11-01,2022,11,Swargate,e-Bus,PMPML,18,5461,1
BUS-1071,2022-12-01,2022,12,Swargate,e-Bus,PMPML,19,5340,2
BUS-1071,2023-01-01,2023,1,Swargate,e-Bus,PMPML,20,5351,0
BUS-1071,2023-02-01,2023,2,Swargate,e-Bus,PMPML,21,6247,0
BUS-1071,2023-03-01,2023,3,Swargate,e-Bus,PMPML,22,4006,0
BUS-1071,2023-04-01,2023,4,Swargate,e-Bus,PMPML,23,5992,0
BUS-1071,2023-05-01,2023,5,Swargate,e-Bus,PMPML,24,3090,0
BUS-1071,2023-06-01,2023,6,Swargate,e-Bus,PMPML,25,6403,0
BUS-1071,2023-07-01,2023,7,Swargate,e-Bus,PMPML,26,5603,0
BUS-1071,2023-08-01,2023,8,Swargate,e-Bus,PMPML,27,3778,0
BUS-1071,2023-09-01,2023,9,Swargate,e-Bus,PMPML,28,5825,0
BUS-1071,2023-10-01,2023,10,Swargate,e-Bus,PMPML,29,6265,0
BUS-1071,2023-11-01,2023,11,Swargate,e-Bus,PMPML,30,5728,0
BUS-1071,2023-12-01,2023,12,Swargate,e-Bus,PMPML,31,4254,0
BUS-1071,2024-01-01,2024,1,Swargate,e-Bus,PMPML,32,4864,0
BUS-1071,2024-02-01,2024,2,Swargate,e-Bus,PMPML,33,3112,0
BUS-1071,2024-03-01,2024,3,Swargate,e-Bus,PMPML,34,6911,0
BUS-1071,2024-04-01,2024,4,Swargate,e-Bus,PMPML,35,6458,0
BUS-1071,2024-05-01,2024,5,Swargate,e-Bus,PMPML,36,3107,0
BUS-1071,2024-06-01,2024,6,Swargate,e-Bus,PMPML,37,4569,0
BUS-1071,2024-07-01,2024,7,Swargate,e-Bus,PMPML,38,7119,0
BUS-1071,2024-08-01,2024,8,Swargate,e-Bus,PMPML,39,5403,0
BUS-1071,2024-09-01,2024,9,Swargate,e-Bus,PMPML,40,7497,0
BUS-1071,2024-10-01,2024,10,Swargate,e-Bus,PMPML,41,7049,0
BUS-1071,2024-11-01,2024,11,Swargate,e-Bus,PMPML,42,3028,2
BUS-1071,2024-12-01,2024,12,Swargate,e-Bus,PMPML,43,7319,0
BUS-1072,2022-01-01,2022,1,Hinjewadi,e-Bus,Private,34,4577,2
BUS-1072,2022-02-01,2022,2,Hinjewadi,e-Bus,Private,35,5030,0
BUS-1072,2022-03-01,2022,3,Hinjewadi,e-Bus,Private,36,7315,0
BUS-1072,2022-04-01,2022,4,Hinjewadi,e-Bus,Private,37,6189,2
BUS-1072,2022-05-01,2022,5,Hinjewadi,e-Bus,Private,38,6142,3
BUS-1072,2022-06-01,2022,6,Hinjewadi,e-Bus,Private,39,7301,0
BUS-1072,2022-07-01,2022,7,Hinjewadi,e-Bus,Private,40,5521,0
BUS-1072,2022-08-01,2022,8,Hinjewadi,e-Bus,Private,41,6489,0
BUS-1072,2022-09-01,2022,9,Hinjewadi,e-Bus,Private,42,4522,0
BUS-1072,2022-10-01,2022,10,Hinjewadi,e-Bus,Private,43,7428,0
BUS-1072,2022-11-01,2022,11,Hinjewadi,e-Bus,Private,44,7907,0
BUS-1072,2022-12-01,2022,12,Hinjewadi,e-Bus,Private,45,5551,0
BUS-1072,2023-01-01,2023,1,Hinjewadi,e-Bus,Private,46,7852,0
BUS-1072,2023-02-01,2023,2,Hinjewadi,e-Bus,Private,47,4004,0
BUS-1072,2023-03-01,2023,3,Hinjewadi,e-Bus,Private,48,5885,0
BUS-1072,2023-04-01,2023,4,Hinjewadi,e-Bus,Private,49,5179,0
BUS-1072,2023-05-01,2023,5,Hinjewadi,e-Bus,Private,50,6628,0
BUS-1072,2023-06-01,2023,6,Hinjewadi,e-Bus,Private,51,6016,0
BUS-1072,2023-07-01,2023,7,Hinjewadi,e-Bus,Private,52,7880,0
BUS-1072,2023-08-01,2023,8,Hinjewadi,e-Bus,Private,53,7584,0
BUS-1072,2023-09-01,2023,9,Hinjewadi,e-Bus,Private,54,4912,0
BUS-1072,2023-10-01,2023,10,Hinjewadi,e-Bus,Private,55,5979,0
BUS-1072,2023-11-01,2023,11,Hinjewadi,e-Bus,Private,56,6453,0
BUS-1072,2023-12-01,2023,12,Hinjewadi,e-Bus,Private,57,3729,0
BUS-1072,2024-01-01,2024,1,Hinjewadi,e-Bus,Private,58,6893,0
BUS-1072,2024-02-01,2024,2,Hinjewadi,e-Bus,Private,59,7748,0
BUS-1072,2024-03-01,2024,3,Hinjewadi,e-Bus,Private,60,6779,1
BUS-1072,2024-04-01,2024,4,Hinjewadi,e-Bus,Private,61,6811,0
BUS-1072,2024-05-01,2024,5,Hinjewadi,e-Bus,Private,62,6944,0
BUS-1072,2024-06-01,2024,6,Hinjewadi,e-Bus,Private,63,6350,0
BUS-1072,2024-07-01,2024,7,Hinjewadi,e-Bus,Private,64,3238,0
BUS-1072,2024-08-01,2024,8,Hinjewadi,e-Bus,Private,65,5572,0
BUS-1072,2024-09-01,2024,9,Hinjewadi,e-Bus,Private,66,6165,0
BUS-1072,2024-10-01,2024,10,Hinjewadi,e-Bus,Private,67,4078,0
BUS-1072,2024-11-01,2024,11,Hinjewadi,e-Bus,Private,68,5129,0
BUS-1072,2024-12-01,2024,12,Hinjewadi,e-Bus,Private,69,6413,0
BUS-1073,2022-01-01,2022,1,Nigdi,e-Bus,PMPML,61,7061,0
BUS-1073,2022-02-01,2022,2,Nigdi,e-Bus,PMPML,62,5513,0
BUS-1073,2022-03-01,2022,3,Nigdi,e-Bus,PMPML,63,4595,0
BUS-1073,2022-04-01,2022,4,Nigdi,e-Bus,PMPML,64,6106,0
BUS-1073,2022-05-01,2022,5,Nigdi,e-Bus,PMPML,65,3815,0
BUS-1073,2022-06-01,2022,6,Nigdi,e-Bus,PMPML,66,5556,1
BUS-1073,2022-07-01,2022,7,Nigdi,e-Bus,PMPML,67,5209,0
BUS-1073,2022-08-01,2022,8,Nigdi,e-Bus,PMPML,68,3503,0
BUS-1073,2022-09-01,2022,9,Nigdi,e-Bus,PMPML,69,5487,0
BUS-1073,2022-10-01,2022,10,Nigdi,e-Bus,PMPML,70,6352,0
BUS-1073,2022-11-01,2022,11,Nigdi,e-Bus,PMPML,71,3876,0
BUS-1073,2022-12-01,2022,12,Nigdi,e-Bus,PMPML,72,7465,0
BUS-1073,2023-01-01,2023,1,Nigdi,e-Bus,PMPML,73,7313,0
BUS-1073,2023-02-01,2023,2,Nigdi,e-Bus,PMPML,74,4483,0
BUS-1073,2023-03-01,2023,3,Nigdi,e-Bus,PMPML,75,6150,0
BUS-1073,2023-04-01,2023,4,Nigdi,e-Bus,PMPML,76,4705,0
BUS-1073,2023-05-01,2023,5,Nigdi,e-Bus,PMPML,77,4403,0
BUS-1073,2023-06-01,2023,6,Nigdi,e-Bus,PMPML,78,6941,0
BUS-1073,2023-07-01,2023,7,Nigdi,e-Bus,PMPML,79,4427,0
BUS-1073,2023-08-01,2023,8,Nigdi,e-Bus,PMPML,80,7312,0
BUS-1073,2023-09-01,2023,9,Nigdi,e-Bus,PMPML,81,5002,1
BUS-1073,2023-10-01,2023,10,Nigdi,e-Bus,PMPML,82,4382,0
BUS-1073,2023-11-01,2023,11,Nigdi,e-Bus,PMPML,83,3736,0
BUS-1073,2023-12-01,2023,12,Nigdi,e-Bus,PMPML,84,4539,0
BUS-1073,2024-01-01,2024,1,Nigdi,e-Bus,PMPML,85,7777,2
BUS-1073,2024-02-01,2024,2,Nigdi,e-Bus,PMPML,86,6459,0
BUS-1073,2024-03-01,2024,3,Nigdi,e-Bus,PMPML,87,5459,0
BUS-1073,2024-04-01,2024,4,Nigdi,e-Bus,PMPML,88,3787,1
BUS-1073,2024-05-01,2024,5,Nigdi,e-Bus,PMPML,89,4960,3
BUS-1073,2024-06-01,2024,6,Nigdi,e-Bus,PMPML,90,6690,0
BUS-1073,2024-07-01,2024,7,Nigdi,e-Bus,PMPML,91,3163,0
BUS-1073,2024-08-01,2024,8,Nigdi,e-Bus,PMPML,92,3160,0
BUS-1073,2024-09-01,2024,9,Nigdi,e-Bus,PMPML,93,7295,0
BUS-1073,2024-10-01,2024,10,Nigdi,e-Bus,PMPML,94,3892,0
BUS-1073,2024-11-01,2024,11,Nigdi,e-Bus,PMPML,95,6811,0
BUS-1073,2024-12-01,2024,12,Nigdi,e-Bus,PMPML,96,5117,0
BUS-1074,2022-01-01,2022,1,Nigdi,e-Bus,PMPML,29,6525,0
BUS-1074,2022-02-01,2022,2,Nigdi,e-Bus,PMPML,30,6752,0
BUS-1074,2022-03-01,2022,3,Nigdi,e-Bus,PMPML,31,3031,0
BUS-1074,2022-04-01,2022,4,Nigdi,e-Bus,PMPML,32,6732,0
BUS-1074,2022-05-01,2022,5,Nigdi,e-Bus,PMPML,33,4408,0
BUS-1074,2022-06-01,2022,6,Nigdi,e-Bus,PMPML,34,3831,0
BUS-1074,2022-07-01,2022,7,Nigdi,e-Bus,PMPML,35,7063,0
BUS-1074,2022-08-01,2022,8,Nigdi,e-Bus,PMPML,36,5478,0
BUS-1074,2022-09-01,2022,9,Nigdi,e-Bus,PMPML,37,7018,0
BUS-1074,2022-10-01,2022,10,Nigdi,e-Bus,PMPML,38,3617,0
BUS-1074,2022-11-01,2022,11,Nigdi,e-Bus,PMPML,39,6634,3
BUS-1074,2022-12-01,2022,12,Nigdi,e-Bus,PMPML,40,7609,0
BUS-1074,2023-01-01,2023,1,Nigdi,e-Bus,PMPML,41,4311,0
BUS-1074,2023-02-01,2023,2,Nigdi,e-Bus,PMPML,42,7239,0
BUS-1074,2023-03-01,2023,3,Nigdi,e-Bus,PMPML,43,6281,0
BUS-1074,2023-04-01,2023,4,Nigdi,e-Bus,PMPML,44,3988,0
BUS-1074,2023-05-01,2023,5,Nigdi,e-Bus,PMPML,45,7907,0
BUS-1074,2023-06-01,2023,6,Nigdi,e-Bus,PMPML,46,3011,1
BUS-1074,2023-07-01,2023,7,Nigdi,e-Bus,PMPML,47,3127,2
